firstName;lastName;birthday;email;city;playOn;score
Lee;Johnston;1969-02-03;eleifend.vitae.erat@malesuadaiderat.org;Lyon;2016-01-12;6558
Aaron;Bryan;1982-09-28;feugiat@egestasrhoncusProin.net;Toulouse;2016-12-17;4079
Kylynn;Garcia;1987-09-17;quis.turpis.vitae@pedenonummy.com;Marseille;2016-12-25;4478
Whitney;Lang;2012-12-17;dui.quis@nonegestas.org;Marseille;2016-05-20;5254
Kuame;Ross;1990-05-03;elit@fringilla.co.uk;Marseille;2016-05-12;718
Samson;Ellison;1900-08-23;Proin.nisl.sem@tellussemmollis.net;Marseille;2016-04-13;2607
Jameson;Osborn;1933-11-29;erat@pede.com;Paris;2016-01-31;1660
Sara;Murray;2000-07-13;tortor.nibh@ultricesa.net;Marseille;2016-09-10;7794
Angelica;Roberson;1986-07-14;convallis.convallis.dolor@lacusCras.ca;Nice;2016-01-31;2414
Taylor;Solis;1998-07-29;eu@semper.net;Nice;2016-09-17;8441
Hanna;Owen;1958-08-05;lorem@nonloremvitae.edu;Nice;2016-02-14;8863
Sheila;Obrien;1944-10-12;ante.blandit@velesttempor.com;Nice;2016-02-10;1808
Macy;Camacho;1968-12-13;mattis.semper@sapienmolestie.net;Toulouse;2016-06-17;2617
Brody;Holloway;1947-06-03;purus.mauris@sagittisaugue.org;Lyon;2016-12-09;5277
Jordan;Hurst;2014-05-02;arcu@sitametnulla.edu;Marseille;2016-07-10;993
Dennis;Horne;2003-05-01;magna.Lorem.ipsum@iaculis.co.uk;Paris;2016-05-04;1602
Destiny;Flowers;2003-06-15;Suspendisse.tristique.neque@nequeNullamut.edu;Lyon;2016-08-21;9356
Zeus;Mckinney;1944-04-10;vulputate.posuere@Phasellus.org;Paris;2016-10-03;4661
Malachi;Cummings;1929-06-15;non@Pellentesque.org;Toulouse;2016-10-03;8544
Justina;Leblanc;1976-01-07;sit@odiosemper.com;Toulouse;2016-11-26;542
Gray;Gilliam;1916-03-29;faucibus.orci@idrisus.co.uk;Marseille;2016-07-02;616
Hammett;Snyder;2015-07-15;cubilia.Curae.Donec@tristiquesenectus.com;Lyon;2016-08-15;9859
Armand;Parsons;1978-08-29;mauris.erat.eget@Maecenaslibero.edu;Paris;2016-05-06;4433
Gage;Holloway;1964-05-05;fringilla.Donec.feugiat@molestiearcu.com;Nice;2016-08-09;6025
